unique_key,created_date,closed_date,complaint_type,status,resolution_time_hours,resolution_time_days,is_valid_closed,exact_dup_group_size,is_exact_duplicate,is_excess_duplicate_row,breaches_30day_threshold,created_day,created_dayofweek
60753254,2024-04-02 10:40:54,2024-04-03 22:41:18,HEAT/HOT WATER,Closed,36.01,1.5,True,1,False,False,False,2024-04-02,Tuesday
60751113,2024-04-02 10:37:57,2024-04-11 15:14:54,GENERAL,Closed,220.62,9.19,True,1,False,False,False,2024-04-02,Tuesday
60755548,2024-04-02 10:37:57,2024-04-23 14:39:43,UNSANITARY CONDITION,Closed,508.03,21.17,True,1,False,False,False,2024-04-02,Tuesday
60752268,2024-04-02 10:37:56,2024-04-03 10:48:56,HEAT/HOT WATER,Closed,24.18,1.01,True,1,False,False,False,2024-04-02,Tuesday
60751294,2024-04-02 10:35:06,2024-07-04 16:42:04,UNSANITARY CONDITION,Closed,2238.12,93.26,True,1,False,False,True,2024-04-02,Tuesday
60756444,2024-04-02 10:35:01,2024-04-17 19:14:21,ELECTRIC,Closed,368.66,15.36,True,1,False,False,False,2024-04-02,Tuesday
60750195,2024-04-02 10:34:48,2024-04-08 13:27:09,UNSANITARY CONDITION,Closed,146.87,6.12,True,1,False,False,False,2024-04-02,Tuesday
60752237,2024-04-02 10:34:41,2024-04-03 20:07:56,HEAT/HOT WATER,Closed,33.55,1.4,True,1,False,False,False,2024-04-02,Tuesday
60754498,2024-04-02 10:34:33,2024-06-17 18:15:52,WATER LEAK,Closed,1831.69,76.32,True,1,False,False,True,2024-04-02,Tuesday
60752307,2024-04-02 10:31:50,2024-04-08 18:00:33,PAINT/PLASTER,Closed,151.48,6.31,True,1,False,False,False,2024-04-02,Tuesday
60749965,2024-04-02 10:31:50,2024-04-08 18:00:34,APPLIANCE,Closed,151.48,6.31,True,1,False,False,False,2024-04-02,Tuesday
60754259,2024-04-02 10:31:50,2024-04-08 18:00:33,FLOORING/STAIRS,Closed,151.48,6.31,True,1,False,False,False,2024-04-02,Tuesday
60754255,2024-04-02 10:31:50,2024-04-08 18:00:33,ELECTRIC,Closed,151.48,6.31,True,1,False,False,False,2024-04-02,Tuesday
60754423,2024-04-02 10:31:50,2024-04-08 18:00:33,PLUMBING,Closed,151.48,6.31,True,1,False,False,False,2024-04-02,Tuesday
60754252,2024-04-02 10:31:50,2024-04-08 18:00:34,ELECTRIC,Closed,151.48,6.31,True,1,False,False,False,2024-04-02,Tuesday
60755498,2024-04-02 10:31:50,2024-04-08 18:00:34,PAINT/PLASTER,Closed,151.48,6.31,True,1,False,False,False,2024-04-02,Tuesday
60757721,2024-04-02 10:31:29,2024-04-10 02:02:33,UNSANITARY CONDITION,Closed,183.52,7.65,True,1,False,False,False,2024-04-02,Tuesday
60751231,2024-04-02 10:31:26,2024-04-08 13:29:21,PAINT/PLASTER,Closed,146.97,6.12,True,1,False,False,False,2024-04-02,Tuesday
60754232,2024-04-02 10:31:26,2024-05-31 23:28:16,APPLIANCE,Closed,1428.95,59.54,True,1,False,False,True,2024-04-02,Tuesday
60752150,2024-04-02 10:31:18,2024-04-25 10:03:38,ELECTRIC,Closed,551.54,22.98,True,1,False,False,False,2024-04-02,Tuesday
60756466,2024-04-02 10:31:18,2024-04-25 10:03:37,GENERAL,Closed,551.54,22.98,True,1,False,False,False,2024-04-02,Tuesday
60755370,2024-04-02 10:31:18,2024-04-23 12:27:27,ELECTRIC,Closed,505.94,21.08,True,1,False,False,False,2024-04-02,Tuesday
60753268,2024-04-02 10:28:38,2024-04-02 10:54:14,HEAT/HOT WATER,Closed,0.43,0.02,True,1,False,False,False,2024-04-02,Tuesday
60751326,2024-04-02 10:28:12,2024-07-10 20:39:16,WATER LEAK,Closed,2386.18,99.42,True,1,False,False,True,2024-04-02,Tuesday
60751094,2024-04-02 10:28:05,2024-06-24 07:10:13,FLOORING/STAIRS,Closed,1988.7,82.86,True,4,True,False,True,2024-04-02,Tuesday
60751216,2024-04-02 10:28:05,2024-06-24 07:10:13,PAINT/PLASTER,Closed,1988.7,82.86,True,1,False,False,True,2024-04-02,Tuesday
60751228,2024-04-02 10:28:05,2024-06-24 07:10:12,PAINT/PLASTER,Closed,1988.7,82.86,True,2,True,False,True,2024-04-02,Tuesday
60753229,2024-04-02 10:28:05,2024-06-24 07:10:13,FLOORING/STAIRS,Closed,1988.7,82.86,True,4,True,True,True,2024-04-02,Tuesday
60752177,2024-04-02 10:28:05,2024-06-24 07:10:13,FLOORING/STAIRS,Closed,1988.7,82.86,True,4,True,True,True,2024-04-02,Tuesday
60751098,2024-04-02 10:28:05,2024-06-24 07:10:13,FLOORING/STAIRS,Closed,1988.7,82.86,True,4,True,True,True,2024-04-02,Tuesday
60754390,2024-04-02 10:28:05,2024-06-24 07:10:12,PAINT/PLASTER,Closed,1988.7,82.86,True,2,True,True,True,2024-04-02,Tuesday
60753391,2024-04-02 10:27:51,2024-05-02 10:39:27,UNSANITARY CONDITION,Closed,720.19,30.01,True,2,True,False,True,2024-04-02,Tuesday
60757751,2024-04-02 10:27:51,2024-05-02 10:39:27,UNSANITARY CONDITION,Closed,720.19,30.01,True,2,True,True,True,2024-04-02,Tuesday
60752222,2024-04-02 10:27:50,2024-04-03 11:46:15,HEAT/HOT WATER,Closed,25.31,1.05,True,1,False,False,False,2024-04-02,Tuesday
60753253,2024-04-02 10:27:49,2024-04-03 11:45:42,HEAT/HOT WATER,Closed,25.3,1.05,True,1,False,False,False,2024-04-02,Tuesday
60755523,2024-04-02 10:27:49,2024-04-08 15:26:41,PLUMBING,Closed,148.98,6.21,True,1,False,False,False,2024-04-02,Tuesday
60757722,2024-04-02 10:27:49,2024-04-08 15:26:41,UNSANITARY CONDITION,Closed,148.98,6.21,True,1,False,False,False,2024-04-02,Tuesday
60751321,2024-04-02 10:27:48,2024-05-03 07:06:54,WATER LEAK,Closed,740.65,30.86,True,1,False,False,True,2024-04-02,Tuesday
60754265,2024-04-02 10:27:48,2024-04-11 21:02:04,FLOORING/STAIRS,Closed,226.57,9.44,True,1,False,False,False,2024-04-02,Tuesday
60754512,2024-04-02 10:25:30,2024-04-03 20:40:08,APPLIANCE,Closed,34.24,1.43,True,1,False,False,False,2024-04-02,Tuesday
60754482,2024-04-02 10:25:15,2024-04-04 19:53:43,UNSANITARY CONDITION,Closed,57.47,2.39,True,1,False,False,False,2024-04-02,Tuesday
60753205,2024-04-02 10:25:14,2024-04-17 19:14:21,DOOR/WINDOW,Closed,368.82,15.37,True,1,False,False,False,2024-04-02,Tuesday
60752170,2024-04-02 10:24:56,2024-04-11 12:23:18,FLOORING/STAIRS,Closed,217.97,9.08,True,1,False,False,False,2024-04-02,Tuesday
60756587,2024-04-02 10:24:54,2024-04-03 20:40:08,PLUMBING,Closed,34.25,1.43,True,1,False,False,False,2024-04-02,Tuesday
60752175,2024-04-02 10:24:44,2024-06-20 07:01:17,FLOORING/STAIRS,Closed,1892.61,78.86,True,1,False,False,True,2024-04-02,Tuesday
60754391,2024-04-02 10:24:44,2024-06-20 07:01:16,PAINT/PLASTER,Closed,1892.61,78.86,True,1,False,False,True,2024-04-02,Tuesday
60751065,2024-04-02 10:24:44,2024-06-20 07:01:17,APPLIANCE,Closed,1892.61,78.86,True,1,False,False,True,2024-04-02,Tuesday
60754501,2024-04-02 10:24:44,2024-06-20 07:01:17,WATER LEAK,Closed,1892.61,78.86,True,1,False,False,True,2024-04-02,Tuesday
60756577,2024-04-02 10:24:42,2024-08-16 08:24:32,PAINT/PLASTER,Closed,3262.0,135.92,True,1,False,False,True,2024-04-02,Tuesday
60750176,2024-04-02 10:24:35,2024-04-09 14:32:43,UNSANITARY CONDITION,Closed,172.14,7.17,True,2,True,False,False,2024-04-02,Tuesday
60751302,2024-04-02 10:24:35,2024-04-09 14:32:44,UNSANITARY CONDITION,Closed,172.14,7.17,True,1,False,False,False,2024-04-02,Tuesday
60752293,2024-04-02 10:24:35,2024-04-09 14:32:43,PAINT/PLASTER,Closed,172.14,7.17,True,1,False,False,False,2024-04-02,Tuesday
60752357,2024-04-02 10:24:35,2024-04-09 14:32:43,UNSANITARY CONDITION,Closed,172.14,7.17,True,2,True,True,False,2024-04-02,Tuesday
60757564,2024-04-02 10:24:35,2024-04-09 14:32:43,GENERAL,Closed,172.14,7.17,True,1,False,False,False,2024-04-02,Tuesday
60755520,2024-04-02 10:24:35,2024-04-09 14:32:43,PLUMBING,Closed,172.14,7.17,True,1,False,False,False,2024-04-02,Tuesday
60752171,2024-04-02 10:21:42,2024-04-11 21:19:00,FLOORING/STAIRS,Closed,226.96,9.46,True,1,False,False,False,2024-04-02,Tuesday
60751236,2024-04-02 10:21:42,2024-04-11 21:19:00,PLUMBING,Closed,226.96,9.46,True,1,False,False,False,2024-04-02,Tuesday
60753198,2024-04-02 10:21:42,2024-04-20 12:48:42,APPLIANCE,Closed,434.45,18.1,True,1,False,False,False,2024-04-02,Tuesday
60757559,2024-04-02 10:21:42,2024-04-11 21:19:00,GENERAL,Closed,226.96,9.46,True,2,True,False,False,2024-04-02,Tuesday
60756494,2024-04-02 10:21:42,2024-04-05 07:05:49,HEAT/HOT WATER,Closed,68.74,2.86,True,1,False,False,False,2024-04-02,Tuesday
60755391,2024-04-02 10:21:42,2024-04-11 21:19:00,GENERAL,Closed,226.96,9.46,True,2,True,True,False,2024-04-02,Tuesday
60751067,2024-04-02 10:21:39,2024-04-03 19:20:11,DOOR/WINDOW,Closed,32.98,1.37,True,1,False,False,False,2024-04-02,Tuesday
60750001,2024-04-02 10:21:39,2024-04-03 19:20:11,FLOORING/STAIRS,Closed,32.98,1.37,True,3,True,False,False,2024-04-02,Tuesday
60749999,2024-04-02 10:21:39,2024-04-03 19:20:11,FLOORING/STAIRS,Closed,32.98,1.37,True,3,True,True,False,2024-04-02,Tuesday
60754261,2024-04-02 10:21:39,2024-04-03 19:20:11,FLOORING/STAIRS,Closed,32.98,1.37,True,3,True,True,False,2024-04-02,Tuesday
60756585,2024-04-02 10:21:38,2024-04-03 19:20:11,PLUMBING,Closed,32.98,1.37,True,1,False,False,False,2024-04-02,Tuesday
60755563,2024-04-02 10:21:38,2024-04-03 19:20:11,UNSANITARY CONDITION,Closed,32.98,1.37,True,1,False,False,False,2024-04-02,Tuesday
60756562,2024-04-02 10:21:37,2024-05-02 15:09:43,PAINT/PLASTER,Closed,724.8,30.2,True,2,True,False,True,2024-04-02,Tuesday
60754450,2024-04-02 10:21:37,2024-05-03 12:17:51,SAFETY,Closed,745.94,31.08,True,1,False,False,True,2024-04-02,Tuesday
60754502,2024-04-02 10:21:37,2024-05-02 15:09:43,PAINT/PLASTER,Closed,724.8,30.2,True,2,True,True,True,2024-04-02,Tuesday
60756631,2024-04-02 10:21:36,2024-05-03 12:17:50,UNSANITARY CONDITION,Closed,745.94,31.08,True,1,False,False,True,2024-04-02,Tuesday
60749978,2024-04-02 10:21:36,2024-05-02 15:09:43,DOOR/WINDOW,Closed,724.8,30.2,True,1,False,False,True,2024-04-02,Tuesday
60757526,2024-04-02 10:21:36,2024-05-03 12:17:50,DOOR/WINDOW,Closed,745.94,31.08,True,1,False,False,True,2024-04-02,Tuesday
60756419,2024-04-02 10:21:36,2024-05-03 12:17:50,APPLIANCE,Closed,745.94,31.08,True,1,False,False,True,2024-04-02,Tuesday
60754432,2024-04-02 10:21:36,2024-05-03 12:17:50,PLUMBING,Closed,745.94,31.08,True,1,False,False,True,2024-04-02,Tuesday
60753358,2024-04-02 10:21:34,2024-04-25 13:47:18,PLUMBING,Closed,555.43,23.14,True,1,False,False,False,2024-04-02,Tuesday
60758896,2024-04-03 10:58:52,2024-05-22 20:02:22,UNSANITARY CONDITION,Closed,1185.06,49.38,True,1,False,False,True,2024-04-03,Wednesday
60767643,2024-04-03 10:58:50,2024-04-04 16:29:58,HEAT/HOT WATER,Closed,29.52,1.23,True,1,False,False,False,2024-04-03,Wednesday
60758788,2024-04-03 10:57:58,2024-04-04 22:00:21,HEAT/HOT WATER,Closed,35.04,1.46,True,1,False,False,False,2024-04-03,Wednesday
60762817,2024-04-03 10:57:17,2024-04-03 19:45:35,ELECTRIC,Closed,8.8,0.37,True,1,False,False,False,2024-04-03,Wednesday
60765241,2024-04-03 10:56:59,2024-04-04 17:15:35,UNSANITARY CONDITION,Closed,30.31,1.26,True,1,False,False,False,2024-04-03,Wednesday
60767637,2024-04-03 10:56:59,2024-04-04 17:15:35,HEAT/HOT WATER,Closed,30.31,1.26,True,1,False,False,False,2024-04-03,Wednesday
60760229,2024-04-03 10:55:58,2024-04-22 08:06:49,WATER LEAK,Closed,453.18,18.88,True,1,False,False,False,2024-04-03,Wednesday
60766267,2024-04-03 10:55:56,2024-08-30 23:26:06,GENERAL,Closed,3588.5,149.52,True,1,False,False,True,2024-04-03,Wednesday
60766380,2024-04-03 10:55:53,2024-04-03 11:59:50,HEAT/HOT WATER,Closed,1.07,0.04,True,1,False,False,False,2024-04-03,Wednesday
60763776,2024-04-03 10:55:26,2024-04-03 22:16:34,HEAT/HOT WATER,Closed,11.35,0.47,True,1,False,False,False,2024-04-03,Wednesday
60765073,2024-04-03 10:55:24,2024-04-03 19:12:02,HEAT/HOT WATER,Closed,8.28,0.34,True,1,False,False,False,2024-04-03,Wednesday
60758681,2024-04-03 10:53:38,2024-05-02 08:42:51,GENERAL,Closed,693.82,28.91,True,1,False,False,False,2024-04-03,Wednesday
60762687,2024-04-03 10:53:37,2024-04-13 14:40:10,UNSANITARY CONDITION,Closed,243.78,10.16,True,2,True,False,False,2024-04-03,Wednesday
60760163,2024-04-03 10:53:37,2024-04-13 14:40:10,UNSANITARY CONDITION,Closed,243.78,10.16,True,2,True,True,False,2024-04-03,Wednesday
60762692,2024-04-03 10:53:35,2024-04-10 02:02:33,UNSANITARY CONDITION,Closed,159.15,6.63,True,1,False,False,False,2024-04-03,Wednesday
60767891,2024-04-03 10:53:26,2024-05-28 07:49:12,APPLIANCE,Closed,1316.93,54.87,True,1,False,False,True,2024-04-03,Wednesday
60765134,2024-04-03 10:52:59,2024-04-04 23:23:54,HEAT/HOT WATER,Closed,36.52,1.52,True,1,False,False,False,2024-04-03,Wednesday
60763852,2024-04-03 10:52:57,2024-04-03 16:26:26,HEAT/HOT WATER,Closed,5.56,0.23,True,1,False,False,False,2024-04-03,Wednesday
60765052,2024-04-03 10:52:52,2024-04-05 16:36:01,HEAT/HOT WATER,Closed,53.72,2.24,True,1,False,False,False,2024-04-03,Wednesday
60760125,2024-04-03 10:52:51,2024-04-22 08:06:53,PAINT/PLASTER,Closed,453.23,18.88,True,2,True,False,False,2024-04-03,Wednesday
60763897,2024-04-03 10:52:51,2024-04-22 08:06:53,PAINT/PLASTER,Closed,453.23,18.88,True,2,True,True,False,2024-04-03,Wednesday
60765337,2024-04-03 10:52:51,2024-04-22 08:06:53,WATER LEAK,Closed,453.23,18.88,True,1,False,False,False,2024-04-03,Wednesday
60766352,2024-04-03 10:52:47,2024-04-04 16:43:43,HEAT/HOT WATER,Closed,29.85,1.24,True,1,False,False,False,2024-04-03,Wednesday
60761452,2024-04-03 10:52:34,2024-04-05 16:33:09,UNSANITARY CONDITION,Closed,53.68,2.24,True,1,False,False,False,2024-04-03,Wednesday
60762631,2024-04-03 10:52:34,2024-04-05 16:33:10,PAINT/PLASTER,Closed,53.68,2.24,True,1,False,False,False,2024-04-03,Wednesday
60761424,2024-04-03 10:52:34,2024-04-05 16:33:10,UNSANITARY CONDITION,Closed,53.68,2.24,True,1,False,False,False,2024-04-03,Wednesday
60760309,2024-04-03 10:52:34,2024-04-05 16:33:10,APPLIANCE,Closed,53.68,2.24,True,1,False,False,False,2024-04-03,Wednesday
60762735,2024-04-03 10:52:34,2024-04-05 16:33:10,WATER LEAK,Closed,53.68,2.24,True,1,False,False,False,2024-04-03,Wednesday
60767522,2024-04-03 10:52:34,2024-04-05 16:33:10,GENERAL,Closed,53.68,2.24,True,1,False,False,False,2024-04-03,Wednesday
60764976,2024-04-03 10:52:34,2024-04-05 08:11:28,ELECTRIC,Closed,45.32,1.89,True,1,False,False,False,2024-04-03,Wednesday
60763949,2024-04-03 10:52:34,2024-04-05 16:33:10,PLUMBING,Closed,53.68,2.24,True,1,False,False,False,2024-04-03,Wednesday
60765046,2024-04-03 10:52:14,2024-04-05 19:38:42,HEAT/HOT WATER,Closed,56.77,2.37,True,1,False,False,False,2024-04-03,Wednesday
60761314,2024-04-03 10:51:20,2024-04-05 13:03:39,HEAT/HOT WATER,Closed,50.21,2.09,True,1,False,False,False,2024-04-03,Wednesday
60761283,2024-04-03 10:50:08,2024-04-03 18:31:34,HEAT/HOT WATER,Closed,7.69,0.32,True,1,False,False,False,2024-04-03,Wednesday
60758611,2024-04-03 10:50:07,2024-05-17 05:03:11,APPLIANCE,Closed,1050.22,43.76,True,2,True,False,True,2024-04-03,Wednesday
60767459,2024-04-03 10:50:07,2024-05-17 05:03:11,APPLIANCE,Closed,1050.22,43.76,True,2,True,True,True,2024-04-03,Wednesday
60766572,2024-04-03 10:50:03,2024-05-18 23:33:38,WATER LEAK,Closed,1092.73,45.53,True,1,False,False,True,2024-04-03,Wednesday
60763921,2024-04-03 10:50:03,2024-05-18 23:33:38,PAINT/PLASTER,Closed,1092.73,45.53,True,1,False,False,True,2024-04-03,Wednesday
60758819,2024-04-03 10:49:56,2024-04-04 23:20:34,HEAT/HOT WATER,Closed,36.51,1.52,True,1,False,False,False,2024-04-03,Wednesday
60758859,2024-04-03 10:49:50,2024-04-16 20:18:12,PAINT/PLASTER,Closed,321.47,13.39,True,2,True,False,False,2024-04-03,Wednesday
60762686,2024-04-03 10:49:50,2024-04-16 20:18:12,UNSANITARY CONDITION,Closed,321.47,13.39,True,1,False,False,False,2024-04-03,Wednesday
60767670,2024-04-03 10:49:50,2024-04-16 20:18:12,PAINT/PLASTER,Closed,321.47,13.39,True,2,True,True,False,2024-04-03,Wednesday
60761428,2024-04-03 10:49:27,2024-04-12 17:54:26,UNSANITARY CONDITION,Closed,223.08,9.3,True,2,True,False,False,2024-04-03,Wednesday
60762627,2024-04-03 10:49:27,2024-04-12 17:54:26,PAINT/PLASTER,Closed,223.08,9.3,True,1,False,False,False,2024-04-03,Wednesday
60765280,2024-04-03 10:49:27,2024-04-12 17:54:26,UNSANITARY CONDITION,Closed,223.08,9.3,True,2,True,True,False,2024-04-03,Wednesday
60767807,2024-04-03 10:49:27,2024-04-12 17:54:26,WATER LEAK,Closed,223.08,9.3,True,1,False,False,False,2024-04-03,Wednesday
60763695,2024-04-03 10:49:27,2024-04-12 17:54:26,FLOORING/STAIRS,Closed,223.08,9.3,True,1,False,False,False,2024-04-03,Wednesday
60760151,2024-04-03 10:49:07,2024-04-15 14:17:34,PLUMBING,Closed,291.47,12.14,True,1,False,False,False,2024-04-03,Wednesday
60759031,2024-04-03 10:49:07,2024-04-03 19:54:47,UNSANITARY CONDITION,Closed,9.09,0.38,True,2,True,False,False,2024-04-03,Wednesday
60764962,2024-04-03 10:49:07,2024-04-03 19:54:47,ELECTRIC,Closed,9.09,0.38,True,1,False,False,False,2024-04-03,Wednesday
60766282,2024-04-03 10:49:07,2024-04-03 19:54:46,HEAT/HOT WATER,Closed,9.09,0.38,True,1,False,False,False,2024-04-03,Wednesday
60762792,2024-04-03 10:49:07,2024-04-04 09:31:39,WATER LEAK,Closed,22.71,0.95,True,1,False,False,False,2024-04-03,Wednesday
60762826,2024-04-03 10:49:07,2024-04-03 19:54:47,UNSANITARY CONDITION,Closed,9.09,0.38,True,2,True,True,False,2024-04-03,Wednesday
60767865,2024-04-03 10:49:06,2024-04-04 09:38:30,WATER LEAK,Closed,22.82,0.95,True,1,False,False,False,2024-04-03,Wednesday
60762489,2024-04-03 10:49:06,2024-04-03 18:57:34,HEAT/HOT WATER,Closed,8.14,0.34,True,1,False,False,False,2024-04-03,Wednesday
60764959,2024-04-03 10:49:05,2024-04-23 18:17:01,DOOR/WINDOW,Closed,487.47,20.31,True,1,False,False,False,2024-04-03,Wednesday
60767487,2024-04-03 10:49:05,2024-04-23 18:17:01,ELECTRIC,Closed,487.47,20.31,True,2,True,False,False,2024-04-03,Wednesday
60762457,2024-04-03 10:49:05,2024-04-23 18:17:01,ELECTRIC,Closed,487.47,20.31,True,2,True,True,False,2024-04-03,Wednesday
60762683,2024-04-03 10:49:05,2024-04-23 18:17:01,SAFETY,Closed,487.47,20.31,True,1,False,False,False,2024-04-03,Wednesday
60764032,2024-04-03 10:47:15,2024-05-05 17:12:48,WATER LEAK,Closed,774.43,32.27,True,1,False,False,True,2024-04-03,Wednesday
60765221,2024-04-03 10:47:15,2024-05-05 17:12:48,PLUMBING,Closed,774.43,32.27,True,1,False,False,True,2024-04-03,Wednesday
60767502,2024-04-03 10:47:15,2024-05-05 17:12:48,FLOORING/STAIRS,Closed,774.43,32.27,True,1,False,False,True,2024-04-03,Wednesday
60766442,2024-04-03 10:47:15,2024-05-05 18:04:16,PAINT/PLASTER,Closed,775.28,32.3,True,1,False,False,True,2024-04-03,Wednesday
60758909,2024-04-03 10:47:08,2024-04-13 16:05:12,UNSANITARY CONDITION,Closed,245.3,10.22,True,1,False,False,False,2024-04-03,Wednesday
60759049,2024-04-03 10:47:08,2024-04-13 16:05:12,APPLIANCE,Closed,245.3,10.22,True,1,False,False,False,2024-04-03,Wednesday
60764993,2024-04-03 10:47:08,2024-04-13 16:05:12,FLOORING/STAIRS,Closed,245.3,10.22,True,1,False,False,False,2024-04-03,Wednesday
60765030,2024-04-03 10:47:08,2024-04-04 18:58:38,HEAT/HOT WATER,Closed,32.19,1.34,True,1,False,False,False,2024-04-03,Wednesday
60767883,2024-04-03 10:47:08,2024-04-13 16:05:12,DOOR/WINDOW,Closed,245.3,10.22,True,1,False,False,False,2024-04-03,Wednesday
60762795,2024-04-03 10:47:08,2024-04-13 02:03:57,WATER LEAK,Closed,231.28,9.64,True,1,False,False,False,2024-04-03,Wednesday
60762769,2024-04-03 10:47:08,2024-04-13 16:05:12,WATER LEAK,Closed,245.3,10.22,True,1,False,False,False,2024-04-03,Wednesday
60765372,2024-04-03 10:47:06,2024-04-18 07:07:43,PLUMBING,Closed,356.34,14.85,True,2,True,False,False,2024-04-03,Wednesday
60763941,2024-04-03 10:47:06,2024-04-18 07:07:43,PLUMBING,Closed,356.34,14.85,True,2,True,True,False,2024-04-03,Wednesday
60758798,2024-04-03 10:46:22,2024-04-03 18:19:38,HEAT/HOT WATER,Closed,7.55,0.31,True,1,False,False,False,2024-04-03,Wednesday
60760081,2024-04-03 10:46:22,2024-04-04 13:07:37,HEAT/HOT WATER,Closed,26.35,1.1,True,1,False,False,False,2024-04-03,Wednesday
60767620,2024-04-03 10:46:21,2024-04-03 16:47:11,HEAT/HOT WATER,Closed,6.01,0.25,True,1,False,False,False,2024-04-03,Wednesday
60767622,2024-04-03 10:46:15,2024-04-03 19:47:15,HEAT/HOT WATER,Closed,9.02,0.38,True,1,False,False,False,2024-04-03,Wednesday
60766504,2024-04-03 10:45:58,2024-04-11 02:05:20,UNSANITARY CONDITION,Closed,183.32,7.64,True,1,False,False,False,2024-04-03,Wednesday
60765301,2024-04-03 10:45:58,2024-04-11 02:05:20,WATER LEAK,Closed,183.32,7.64,True,1,False,False,False,2024-04-03,Wednesday
60764022,2024-04-03 10:45:53,2024-04-16 20:52:03,WATER LEAK,Closed,322.1,13.42,True,1,False,False,False,2024-04-03,Wednesday
60764091,2024-04-03 10:45:32,2024-04-03 21:00:52,HEAT/HOT WATER,Closed,10.26,0.43,True,1,False,False,False,2024-04-03,Wednesday
60766270,2024-04-03 10:45:32,2024-04-04 09:44:38,GENERAL,Closed,22.98,0.96,True,1,False,False,False,2024-04-03,Wednesday
60767687,2024-04-03 10:45:32,2024-04-04 09:44:39,PAINT/PLASTER,Closed,22.99,0.96,True,1,False,False,False,2024-04-03,Wednesday
60762721,2024-04-03 10:45:32,2024-04-04 09:44:39,UNSANITARY CONDITION,Closed,22.99,0.96,True,1,False,False,False,2024-04-03,Wednesday
60759979,2024-04-03 10:45:29,2024-04-04 13:07:28,HEAT/HOT WATER,Closed,26.37,1.1,True,1,False,False,False,2024-04-03,Wednesday
60765144,2024-04-03 10:43:04,2024-04-05 20:40:00,HEAT/HOT WATER,Closed,57.95,2.41,True,1,False,False,False,2024-04-03,Wednesday
60762524,2024-04-03 10:42:58,2024-04-04 20:25:35,HEAT/HOT WATER,Closed,33.71,1.4,True,1,False,False,False,2024-04-03,Wednesday
60759036,2024-04-03 10:42:54,2024-04-19 11:12:17,DOOR/WINDOW,Closed,384.49,16.02,True,1,False,False,False,2024-04-03,Wednesday
60767825,2024-04-03 10:42:54,2024-04-19 11:12:17,WATER LEAK,Closed,384.49,16.02,True,1,False,False,False,2024-04-03,Wednesday
60760191,2024-04-03 10:42:35,2024-04-08 11:29:31,UNSANITARY CONDITION,Closed,120.78,5.03,True,1,False,False,False,2024-04-03,Wednesday
60766225,2024-04-03 10:42:35,2024-04-08 11:29:30,DOOR/WINDOW,Closed,120.78,5.03,True,1,False,False,False,2024-04-03,Wednesday
60763697,2024-04-03 10:42:35,2024-04-08 11:29:27,FLOORING/STAIRS,Closed,120.78,5.03,True,1,False,False,False,2024-04-03,Wednesday
60765324,2024-04-03 10:42:35,2024-04-08 11:29:30,WATER LEAK,Closed,120.78,5.03,True,1,False,False,False,2024-04-03,Wednesday
60767860,2024-04-03 10:42:35,2024-04-08 11:29:27,WATER LEAK,Closed,120.78,5.03,True,1,False,False,False,2024-04-03,Wednesday
60766446,2024-04-03 10:42:35,2024-04-08 11:29:31,PAINT/PLASTER,Closed,120.78,5.03,True,1,False,False,False,2024-04-03,Wednesday
60767658,2024-04-03 10:42:35,2024-04-08 11:29:29,PAINT/PLASTER,Closed,120.78,5.03,True,1,False,False,False,2024-04-03,Wednesday
60767618,2024-04-03 10:42:26,2024-04-03 15:25:27,HEAT/HOT WATER,Closed,4.72,0.2,True,1,False,False,False,2024-04-03,Wednesday
60761405,2024-04-03 10:42:17,2024-04-22 21:57:23,PLUMBING,Closed,467.25,19.47,True,1,False,False,False,2024-04-03,Wednesday
60762618,2024-04-03 10:42:15,2024-05-16 19:20:29,PAINT/PLASTER,Closed,1040.64,43.36,True,1,False,False,True,2024-04-03,Wednesday
60767698,2024-04-03 10:42:15,2024-05-11 14:05:51,PAINT/PLASTER,Closed,915.39,38.14,True,1,False,False,True,2024-04-03,Wednesday
60767731,2024-04-03 10:42:15,2024-05-11 14:05:51,UNSANITARY CONDITION,Closed,915.39,38.14,True,1,False,False,True,2024-04-03,Wednesday
60762689,2024-04-03 10:42:13,2024-04-06 18:04:29,UNSANITARY CONDITION,Closed,79.37,3.31,True,1,False,False,False,2024-04-03,Wednesday
60761327,2024-04-03 10:42:01,2024-04-03 19:36:02,HEAT/HOT WATER,Closed,8.9,0.37,True,1,False,False,False,2024-04-03,Wednesday
60761200,2024-04-03 10:41:59,2024-06-10 21:02:21,ELECTRIC,Closed,1642.34,68.43,True,1,False,False,True,2024-04-03,Wednesday
60758614,2024-04-03 10:41:59,2024-06-10 21:02:20,DOOR/WINDOW,Closed,1642.34,68.43,True,1,False,False,True,2024-04-03,Wednesday
60759892,2024-04-03 10:41:59,2024-06-10 21:02:21,APPLIANCE,Closed,1642.34,68.43,True,1,False,False,True,2024-04-03,Wednesday
60762621,2024-04-03 10:41:59,2024-07-11 11:49:43,PAINT/PLASTER,Closed,2377.13,99.05,True,1,False,False,True,2024-04-03,Wednesday
60762772,2024-04-03 10:41:58,2024-06-13 06:49:05,WATER LEAK,Closed,1700.12,70.84,True,1,False,False,True,2024-04-03,Wednesday
60760164,2024-04-03 10:39:35,2024-04-13 14:40:10,UNSANITARY CONDITION,Closed,244.01,10.17,True,1,False,False,False,2024-04-03,Wednesday
